,tamanho,ano,garagem,predicted
872,85.0,1953,2,117356.14
873,118.0,1949,1,124871.64
874,105.0,1941,1,118357.8
875,242.0,2007,2,296958.06
876,97.0,1963,2,147443.5
877,207.0,2004,3,315252.16
878,107.0,1961,2,151380.98
879,80.0,1978,1,132113.1
880,101.0,2005,2,150513.98
881,160.0,1990,2,220454.34
882,148.0,1992,2,203203.58
883,207.0,1912,1,134909.05
884,83.0,1967,1,118429.82
885,159.0,1999,2,214369.52
886,159.0,1959,2,169969.78
887,129.0,1955,1,132855.7
888,206.0,1970,2,224230.25
889,140.0,1953,2,161608.6
890,86.0,1949,2,103717.38
891,156.0,1978,2,190048.9
892,99.0,1963,1,133672.73
893,128.0,1954,1,137835.22
894,143.0,1979,2,161638.42
895,167.0,1963,2,188527.45
896,88.0,1936,1,114601.56
897,208.0,1979,2,189312.52
898,220.0,2009,3,486062.38
899,115.0,1961,1,137610.22
900,80.0,1971,1,107429.33
901,121.0,1957,1,126308.36
902,140.0,2003,2,194864.27
903,155.0,2006,3,264842.6
904,84.0,1967,1,118429.82
905,99.0,1954,1,129017.56
906,152.0,2006,3,249704.75
907,191.0,1936,1,209867.44
908,84.0,1983,2,132856.75
909,138.0,2005,2,205249.62
910,211.0,1960,2,228944.25
911,118.0,1977,1,130544.17
912,94.0,1925,1,112310.805
913,186.0,1949,3,162498.53
914,114.0,2009,2,190632.03
915,101.0,1970,1,112503.04
916,45.0,1949,1,71305.69
917,114.0,1956,1,132955.06
918,198.0,1991,3,291029.47
919,131.0,1958,2,159330.95
920,160.0,1994,2,220454.34
921,204.0,1900,0,151477.58
922,122.0,2005,2,173580.5
923,150.0,1993,2,203203.58
924,157.0,1980,2,193958.33
925,105.0,1977,2,153537.3
926,221.0,2003,3,312834.47
927,184.0,1968,2,179603.17
928,166.0,2001,2,229256.64
929,208.0,1997,2,246985.38
930,136.0,2007,3,251581.61
931,86.0,1965,1,118630.82
932,177.0,2006,3,317052.38
933,139.0,2004,2,194864.27
934,192.0,1960,2,215241.7
935,69.0,1926,2,85331.56
936,111.0,2003,2,159122.0
937,183.0,2005,2,234187.12
938,182.0,2006,3,268993.5
939,223.0,1940,1,176693.81
940,161.0,1976,2,164008.48
941,191.0,1999,2,230377.06
942,134.0,1977,0,141873.2
943,152.0,1967,2,176276.17
944,125.0,1958,2,164310.47
945,174.0,1890,2,129162.28
946,106.0,1959,1,137554.4
947,151.0,2002,3,254518.22
948,165.0,2002,2,215155.06
949,128.0,1972,2,158578.47
950,80.0,1950,2,99248.42
951,90.0,1965,1,118630.82
952,71.0,1972,1,108577.484
953,183.0,1969,2,179603.17
954,91.0,1975,0,120908.305
955,182.0,1946,2,145396.14
956,114.0,1980,2,146777.97
957,98.0,1962,2,147443.5
958,124.0,2003,2,192780.69
959,132.0,1999,2,194199.27
960,80.0,1958,0,102928.305
961,267.0,1977,2,274561.38
962,144.0,1976,2,176297.86
963,167.0,2007,2,240882.31
964,176.0,2002,2,211882.48
965,138.0,2005,2,205249.62
966,122.0,1940,1,119399.086
967,102.0,1955,1,132955.06
968,90.0,1910,0,61630.246
969,102.0,1958,1,132955.06
970,111.0,1949,0,116015.3
971,151.0,2003,2,188384.58
972,85.0,1979,1,115897.83
973,133.0,2007,2,233384.86
974,188.0,1910,2,155352.19
975,128.0,2000,2,178326.84
976,81.0,1923,0,91724.14
977,115.0,2006,2,186511.52
978,83.0,1954,2,122704.664
979,104.0,1963,2,151380.98
980,93.0,1961,2,147443.5
981,243.0,1998,3,330744.8
982,118.0,2007,2,185160.22
983,213.0,2002,2,256928.27
984,161.0,1977,2,164008.48
985,108.0,1950,1,124871.64
986,152.0,1910,1,124627.56
987,180.0,2009,3,387248.12
988,189.0,1976,2,308607.8
989,146.0,2006,2,247677.17
990,222.0,1997,3,330744.8
991,162.0,1882,2,168744.36
992,172.0,1964,2,186850.45
993,139.0,2005,2,209975.11
994,160.0,2006,3,305272.94
995,114.0,1946,1,117022.484
996,98.0,1961,1,133672.73
997,134.0,1970,2,168977.22
998,100.0,1922,1,104231.05
999,112.0,2006,2,186511.52
1000,88.0,1952,2,116858.06
1001,64.0,1920,1,87122.47
1002,146.0,2006,3,236512.98
1003,156.0,1976,2,174446.81
1004,140.0,2005,2,209975.11
1005,92.0,1977,1,128366.18
1006,154.0,1970,2,166490.94
1007,101.0,1970,1,112503.04
1008,159.0,2004,2,203000.86
1009,141.0,1926,0,122157.34
1010,118.0,1948,1,117022.484
1011,155.0,1965,0,120411.945
1012,140.0,1923,1,146726.23
1013,95.0,1910,1,92595.17
1014,101.0,1948,1,113085.01
1015,155.0,2001,2,229256.64
1016,140.0,1996,2,197177.89
1017,126.0,1984,2,160255.53
1018,137.0,1991,2,180836.27
1019,140.0,2005,2,209975.11
1020,105.0,2005,2,157673.55
1021,113.0,2006,2,186511.52
1022,116.0,1930,1,118357.8
1023,140.0,2005,2,209975.11
1024,269.0,1976,2,302868.72
1025,82.0,1972,2,124529.086
1026,117.0,1960,2,166886.42
1027,153.0,2007,3,244181.66
1028,128.0,1941,1,123237.97
1029,113.0,1972,1,116440.516
1030,179.0,1916,0,139021.95
1031,286.0,1920,2,231894.12
1032,234.0,1993,3,279056.97
1033,154.0,2002,3,255486.88
1034,89.0,1938,1,114601.56
1035,79.0,1957,1,108871.12
1036,151.0,2007,3,245470.64
1037,210.0,2001,2,276601.75
1038,125.0,1970,0,101770.22
1039,59.0,1970,1,88869.555
1040,168.0,1957,2,207568.86
1041,152.0,1966,2,176276.17
1042,121.0,2005,2,173580.5
1043,216.0,1990,2,263612.6
1044,234.0,1981,2,282259.4
1045,161.0,1955,2,159531.45
1046,266.0,2005,3,443921.03
1047,92.0,1994,2,149905.62
1048,165.0,1960,2,173739.7
1049,86.0,1946,1,101274.3
1050,121.0,2007,2,195286.88
1051,122.0,2007,2,199230.56
1052,184.0,1964,2,169394.14
1053,142.0,1957,1,146701.11
1054,185.0,2002,2,250290.73
1055,141.0,1976,2,176297.86
1056,127.0,2005,2,192780.69
1057,172.0,1994,2,221650.69
1058,203.0,2008,3,417699.6
1059,185.0,1932,2,197914.2
1060,124.0,2001,2,203453.38
1061,83.0,1935,3,128860.91
1062,217.0,1900,2,126166.195
1063,102.0,1925,2,123081.09
1064,107.0,1966,2,151380.98
1065,210.0,1996,2,289946.25
1066,146.0,1993,2,203203.58
1067,150.0,1964,2,166067.14
1068,234.0,1973,2,191132.62
1069,83.0,1949,2,107418.35
1070,97.0,1956,1,129017.56
1071,145.0,1968,2,176276.17
1072,135.0,1948,1,115909.48
1073,132.0,1977,2,170724.11
1074,115.0,2006,3,189725.58
1075,162.0,1940,1,174504.67
1076,136.0,1936,2,167115.1
1077,102.0,1969,1,137610.22
1078,79.0,2004,2,145480.4
1079,92.0,1994,1,126090.71
1080,117.0,1971,2,158208.67
1081,97.0,1963,1,133672.73
1082,136.0,2002,2,193237.95
1083,116.0,1964,1,137610.22
1084,139.0,1995,2,185561.75
1085,93.0,1992,2,149905.62
1086,101.0,1973,1,112503.04
1087,181.0,2005,3,271520.56
1088,159.0,2004,2,203000.86
1089,116.0,2005,2,172904.73
1090,97.0,1950,2,115709.34
1091,116.0,1999,2,163301.64
1092,157.0,1925,2,163356.89
1093,111.0,1965,2,151380.98
1094,87.0,1956,1,113975.664
1095,122.0,2006,2,180140.25
1096,126.0,1914,0,122857.7
1097,101.0,1986,2,149905.62
1098,123.0,1936,1,119399.086
1099,149.0,1978,2,178726.83
1100,41.0,1920,1,70390.6
1101,88.0,1971,1,104684.586
1102,105.0,1960,1,137554.4
1103,111.0,1959,2,157112.98
1104,121.0,1970,2,147051.61
1105,244.0,1994,2,297768.44
1106,134.0,1990,2,179988.0
1107,188.0,2006,2,258051.98
1108,157.0,2000,2,214369.52
1109,171.0,2004,3,310849.72
1110,154.0,1995,2,199659.14
1111,182.0,1976,2,179603.17
1112,76.0,1957,1,114922.82
1113,94.0,1953,1,121788.945
1114,77.0,1954,1,108871.12
1115,161.0,2007,3,325931.94
1116,132.0,2002,2,201512.88
1117,83.0,1967,2,121202.24
1118,149.0,1958,1,152405.84
1119,97.0,1959,1,133616.92
1120,94.0,1920,1,102124.914
1121,144.0,2005,3,235193.92
1122,89.0,1956,1,113975.664
1123,65.0,1947,0,93743.45
1124,138.0,1992,2,180836.27
1125,93.0,1955,2,139229.52
1126,144.0,2007,3,221606.94
1127,142.0,2004,3,270051.16
1128,182.0,2004,2,218351.7
1129,87.0,1980,2,135395.5
1130,184.0,1928,2,165410.58
1131,90.0,1991,0,128210.76
1132,205.0,1880,1,120293.83
1133,188.0,1995,2,251238.83
1134,149.0,1997,2,208505.31
1135,92.0,1926,1,112310.805
1136,116.0,1950,1,124871.64
1137,95.0,1875,0,61630.246
1138,146.0,1977,2,178023.06
1139,108.0,1920,2,119185.21
1140,88.0,1951,2,116858.06
1141,174.0,1976,2,197059.48
1142,263.0,2006,3,441723.47
1143,93.0,1959,0,100610.4
1144,86.0,1941,1,102609.61
1145,146.0,1928,1,151580.77
1146,121.0,1985,2,149943.69
1147,145.0,1941,1,153871.52
1148,103.0,1926,1,116067.04
1149,138.0,1920,2,146640.73
1150,87.0,1950,1,113266.25
1151,136.0,1959,2,165348.45
1152,168.0,1956,2,207568.86
1153,76.0,1930,1,103556.766
1154,169.0,1965,2,212045.89
1155,134.0,1976,2,170724.11
1156,118.0,1965,2,153698.31
1157,122.0,2007,2,199230.56
1158,147.0,2007,3,236512.98
1159,174.0,1974,2,197059.48
1160,135.0,1978,2,156823.19
1161,152.0,1954,2,171799.14
1162,83.0,1968,2,121202.24
1163,117.0,1969,2,161154.42
1164,133.0,1978,2,169159.48
1165,140.0,2009,2,218883.22
1166,157.0,2008,3,304224.5
1167,155.0,2000,2,214369.52
1168,196.0,1935,2,208610.39
1169,337.0,1995,3,621553.25
1170,104.0,1977,1,130544.17
1171,117.0,1958,2,166886.42
1172,116.0,2006,2,181888.56
1173,287.0,1946,0,310628.12
1174,218.0,1932,2,231619.44
1175,267.0,1992,2,381244.06
1176,86.0,1984,1,128296.35
1177,114.0,1926,1,116067.04
1178,125.0,1921,1,116467.8
1179,104.0,1954,0,97631.586
1180,234.0,1990,2,274514.1
1181,153.0,2008,2,308042.38
1182,416.0,1996,3,706785.4
1183,105.0,1920,2,119185.21
1184,146.0,1963,3,187236.81
1185,113.0,1924,1,116067.04
1186,158.0,1900,2,119037.07
1187,151.0,1994,3,239294.9
1188,154.0,2002,2,215155.06
1189,168.0,1999,2,225250.53
1190,151.0,1961,4,140411.5
1191,134.0,1999,2,191604.14
1192,137.0,1925,1,138335.81
1193,114.0,1999,2,163301.64
1194,126.0,1969,1,142490.38
1195,135.0,2005,2,192065.06
1196,173.0,2006,3,317052.38
1197,157.0,1916,1,138069.89
1198,113.0,2001,2,175319.42
1199,128.0,1963,2,158578.47
1200,80.0,1970,1,107429.33
1201,165.0,1998,2,214369.52
1202,125.0,1925,1,113103.33
1203,151.0,2000,2,199753.23
1204,100.0,1975,2,149599.81
1205,204.0,1990,3,261770.17
1206,98.0,1966,1,133672.73
1207,158.0,2003,2,203000.86
1208,119.0,1962,2,147051.61
1209,154.0,2006,2,253541.38
1210,171.0,1992,2,236637.1
1211,163.0,1988,2,204515.2
1212,62.0,1941,1,100325.72
1213,89.0,1965,1,118630.82
1214,93.0,1962,1,126004.81
1215,83.0,1966,1,118429.82
1216,177.0,1978,2,202860.19
1217,122.0,2009,2,217710.89
1218,85.0,1947,0,91118.75
1219,113.0,1971,0,93944.305
1220,85.0,1964,1,126899.5
1221,113.0,1968,1,137610.22
1222,171.0,1949,1,146505.12
1223,198.0,1951,2,195256.84
1224,138.0,2004,2,190138.78
1225,106.0,1958,1,132955.06
1226,180.0,2007,3,368202.94
1227,85.0,1965,2,138689.25
1228,158.0,2008,3,331375.25
1229,140.0,1960,1,151300.45
1230,243.0,1977,2,199753.61
1231,111.0,1962,2,151380.98
1232,114.0,1962,2,151380.98
1233,110.0,1959,2,157112.98
1234,182.0,1911,0,137914.17
1235,166.0,1914,1,138041.88
1236,151.0,2003,2,188384.58
1237,181.0,2004,2,218351.7
1238,106.0,2005,2,157673.55
1239,138.0,2006,2,215142.8
1240,164.0,2003,2,203000.86
1241,157.0,2007,3,284026.4
1242,109.0,1974,2,153537.3
1243,193.0,2006,3,326969.56
1244,141.0,1929,2,189698.81
1245,174.0,1984,2,205711.55
1246,144.0,2005,2,212243.5
1247,96.0,1976,3,164831.44
1248,191.0,1917,2,156303.23
1249,92.0,1950,1,113266.25
1250,196.0,1968,2,218568.47
1251,131.0,2003,2,182416.28
1252,81.0,1968,1,118429.82
1253,201.0,1974,2,238877.27
1254,154.0,2003,2,203000.86
1255,127.0,1931,1,123237.97
1256,185.0,1994,2,260058.94
1257,80.0,1922,0,83825.625
1258,108.0,2005,2,163085.1
1259,98.0,1969,2,147443.5
1260,156.0,1999,2,214369.52
1261,98.0,1956,1,129017.56
1262,166.0,1957,1,162515.47
1263,169.0,1919,2,168357.83
1264,124.0,1998,2,178326.84
1265,135.0,1999,2,179267.84
1266,175.0,1910,1,132837.17
1267,187.0,2008,3,396194.9
1268,320.0,1935,3,390936.34
1269,142.0,1958,1,146701.11
1270,142.0,1979,2,205676.27
1271,138.0,1968,2,169825.48
1272,87.0,1965,1,118630.82
1273,126.0,1959,1,142434.56
1274,116.0,1910,2,115387.266
1275,178.0,1948,2,155455.56
1276,130.0,1972,2,153598.95
1277,160.0,1967,2,174446.81
1278,189.0,2002,2,231995.42
1279,105.0,1920,2,119185.21
1280,146.0,2002,2,209290.86
1281,124.0,1990,2,176442.3
1282,97.0,1977,2,149599.81
1283,169.0,1971,0,150876.62
1284,227.0,1919,1,168193.16
1285,131.0,1939,1,118258.44
1286,123.0,1963,2,154739.6
1287,147.0,1964,2,166067.14
1288,154.0,2000,2,214369.52
1289,183.0,2006,3,268993.5
1290,107.0,1964,2,151380.98
1291,121.0,1972,1,112739.56
1292,220.0,1892,1,103854.22
1293,155.0,1976,2,174446.81
1294,80.0,1955,2,114534.73
1295,98.0,1968,1,133672.73
1296,105.0,1963,2,151380.98
1297,100.0,2005,2,150513.98
1298,524.0,2008,2,168658.55
1299,116.0,1959,1,137554.4
1300,184.0,1999,2,230426.88
1301,139.0,1942,1,149016.98
1302,235.0,1994,3,287920.2
1303,150.0,2005,3,233962.64
1304,159.0,2004,2,203000.86
1305,153.0,2006,2,282194.0
1306,127.0,2005,2,192780.69
1307,92.0,1994,2,149905.62
1308,104.0,1948,2,124036.54
1309,120.0,1991,2,181076.06
1310,177.0,1959,2,185185.56
1311,118.0,2005,2,178278.14
1312,261.0,1990,2,299748.66
1313,241.0,1999,3,330744.8
1314,88.0,1954,1,113975.664
1315,196.0,1969,2,218568.47
1316,151.0,2008,3,296702.94
1317,126.0,2006,2,199340.44
1318,166.0,2001,3,283933.28
1319,88.0,1954,1,113975.664
1320,137.0,1957,2,165348.45
1321,67.0,1949,1,79643.23
1322,179.0,1992,2,228119.9
1323,66.0,1940,0,84523.45
1324,167.0,2006,3,224790.73
1325,74.0,1922,0,71666.734
1326,72.0,1931,0,81420.54
1327,76.0,1982,1,128987.72
1328,259.0,1920,2,240142.19
1329,152.0,1998,2,199753.23
1330,148.0,2006,3,236512.98
1331,89.0,1976,2,142154.83
1332,76.0,1938,1,103556.766
1333,126.0,1938,1,123237.97
1334,127.0,1970,2,158578.47
1335,124.0,1977,2,160325.36
1336,154.0,1973,2,166490.94
1337,64.0,1941,0,68148.45
1338,173.0,2002,2,211882.48
1339,80.0,1972,1,110756.17
1340,81.0,1971,4,153456.8
1341,103.0,2003,2,152134.52
1342,202.0,2002,2,237394.73
1343,178.0,1928,2,166518.36
1344,135.0,2006,2,201958.23
1345,89.0,1920,1,102124.914
1346,200.0,1968,2,225900.67
1347,165.0,2006,3,294663.5
1348,139.0,1998,2,197177.89
1349,219.0,1872,0,131481.16
1350,245.0,1969,4,277853.53
1351,159.0,1962,2,164237.78
1352,109.0,1937,2,125371.85
1353,301.0,1995,3,427947.6
1354,173.0,2000,3,258267.83
1355,178.0,1968,2,189662.6
1356,83.0,1966,1,118429.82
1357,100.0,1971,2,144497.75
1358,146.0,2000,2,208505.31
1359,184.0,2004,3,312970.62
1360,242.0,1921,2,192764.72
1361,142.0,2005,2,227387.97
1362,161.0,1920,1,143838.05
1363,131.0,2006,2,182566.88
1364,111.0,2005,2,159122.0
1365,156.0,2000,2,214369.52
1366,166.0,1999,2,214369.52
1367,137.0,1977,1,132941.3
1368,79.0,2003,2,140837.78
1369,155.0,2003,2,203000.86
1370,128.0,1920,1,114180.42
1371,154.0,1955,1,162568.14
1372,195.0,1998,2,256407.7
1373,245.0,2001,3,421953.75
1374,182.0,2005,3,271520.56
1375,146.0,2007,3,236512.98
1376,73.0,1930,1,103556.766
1377,149.0,1941,2,151795.1
1378,92.0,1973,1,104684.586
1379,130.0,2006,2,182566.88
1380,80.0,1914,1,75202.164
1381,197.0,1970,2,218568.47
1382,164.0,1920,2,163230.92
1383,132.0,1918,2,145792.47
1384,117.0,1939,1,118357.8
1385,107.0,1922,1,108168.52
1386,259.0,1978,2,258362.98
1387,235.0,1916,1,135421.33
1388,162.0,2006,3,305272.94
1389,113.0,1941,2,125371.85
1390,142.0,2000,2,214590.75
1391,147.0,1967,3,140411.5
1392,84.0,1967,1,118429.82
1393,178.0,1905,2,156459.97
1394,139.0,2006,3,247824.86
1395,231.0,2005,3,310275.94
1396,157.0,1948,2,152294.1
1397,141.0,1920,1,139777.47
1398,177.0,1950,1,146970.23
1399,149.0,1925,1,151580.77
1400,108.0,1929,1,118357.8
1401,148.0,2004,2,197136.66
1402,120.0,2006,2,194955.94
1403,136.0,2007,3,251581.61
1404,113.0,1915,3,116815.14
1405,153.0,2004,2,231653.47
1406,71.0,1972,2,122350.4
1407,77.0,1985,0,122914.94
1408,127.0,1910,2,117881.266
1409,194.0,1986,2,224030.5
1410,171.0,2001,2,240970.47
1411,155.0,1950,1,134803.36
1412,97.0,1949,2,115709.34
1413,171.0,2005,2,246576.84
1414,172.0,1923,2,173915.25
1415,146.0,2007,3,236512.98
1416,213.0,1885,2,134033.38
1417,228.0,1998,3,330744.8
1418,106.0,1963,1,137610.22
1419,171.0,1969,2,212045.89
1420,132.0,1968,2,168977.22
1421,99.0,1977,2,149599.81
1422,79.0,2003,2,140837.78
1423,204.0,1966,2,224230.25
1424,125.0,1958,1,137835.22
1425,116.0,1959,2,166886.42
1426,198.0,1994,2,276422.22
1427,145.0,1945,1,153871.52
1428,75.0,1940,1,103556.766
1429,134.0,1981,2,181992.73
1430,171.0,2005,2,246576.84
1431,89.0,1976,2,142154.83
1432,90.0,1927,1,112310.805
1433,166.0,2000,2,214369.52
1434,105.0,1977,2,153537.3
1435,143.0,1962,2,164341.94
1436,80.0,1971,2,121202.24
1437,179.0,2008,3,387248.12
1438,115.0,1957,2,157112.98
1439,160.0,1979,2,193958.33
1440,237.0,1922,2,192764.72
1441,79.0,2004,2,145480.4
1442,186.0,2008,3,396194.9
1443,88.0,1916,1,112112.69
1444,132.0,2004,2,198413.7
1445,85.0,1966,1,118429.82
1446,110.0,1962,1,137610.22
1447,194.0,1995,2,246874.98
1448,125.0,1910,1,115840.19
1449,59.0,1970,0,75298.945
1450,166.0,1974,0,136236.17
1451,147.0,2008,3,287745.3
1452,100.0,2005,2,150513.98
1453,106.0,2006,0,116895.89
1454,113.0,2004,2,172904.73
1455,153.0,1999,2,200856.11
1456,193.0,1978,2,210799.28
1457,217.0,1941,1,229798.4
1458,100.0,1950,1,120934.164
1459,117.0,1965,1,137610.22
